"timestamp","Run"
0.0,2
0.0,3
1.0,3
2.0,3
0.0,4
1.0,4
2.0,4
3.0,4
4.0,4
5.0,4
6.0,4
7.0,4
8.0,4
9.0,4
10.0,4
0.0,5
1.0,5
2.0,5
3.0,5
4.0,5
5.0,5
6.0,5
7.0,5
8.0,5
9.0,5
10.0,5
11.0,5
12.0,5
13.0,5
14.0,5
15.0,5
16.0,5
17.0,5
18.0,5
19.0,5
20.0,5
21.0,5
22.0,5
23.0,5
24.0,5
25.0,5
26.0,5
27.0,5
28.0,5
29.0,5
30.0,5
31.0,5
32.0,5
33.0,5
34.0,5
35.0,5
36.0,5
37.0,5
38.0,5
39.0,5
40.0,5
41.0,5
42.0,5
0.0,6
1.0,6
2.0,6
3.0,6
4.0,6
5.0,6
6.0,6
7.0,6
8.0,6
9.0,6
10.0,6
11.0,6
12.0,6
13.0,6
14.0,6
15.0,6
16.0,6
17.0,6
18.0,6
19.0,6
20.0,6
21.0,6
22.0,6
23.0,6
24.0,6
25.0,6
26.0,6
27.0,6
28.0,6
29.0,6
30.0,6
31.0,6
32.0,6
1.0,7
2.0,7
3.0,7
4.0,7
5.0,7
6.0,7
7.0,7
8.0,7
9.0,7
10.0,7
11.0,7
12.0,7
13.0,7
14.0,7
15.0,7
16.0,7
17.0,7
18.0,7
19.0,7
20.0,7
21.0,7
22.0,7
23.0,7
24.0,7
25.0,7
26.0,7
27.0,7
28.0,7
29.0,7
30.0,7
31.0,7
32.0,7
33.0,7
34.0,7
35.0,7
36.0,7
37.0,7
38.0,7
39.0,7
40.0,7
41.0,7
1.0,8
2.0,8
3.0,8
4.0,8
5.0,8
6.0,8
7.0,8
8.0,8
9.0,8
10.0,8
11.0,8
12.0,8
13.0,8
14.0,8
15.0,8
16.0,8
0.0,9
1.0,9
2.0,9
3.0,9
4.0,9
5.0,9
6.0,9
7.0,9
8.0,9
9.0,9
10.0,9
11.0,9
12.0,9
13.0,9
14.0,9
15.0,9
16.0,9
17.0,9
18.0,9
19.0,9
20.0,9
21.0,9
22.0,9
23.0,9
24.0,9
25.0,9
26.0,9
27.0,9
28.0,9
29.0,9
30.0,9
31.0,9
32.0,9
33.0,9
34.0,9
35.0,9
36.0,9
37.0,9
38.0,9
39.0,9
40.0,9
41.0,9
1.0,10
2.0,10
3.0,10
4.0,10
5.0,10
6.0,10
7.0,10
8.0,10
