"timestamp","killedDaughter"
1.0,358
2.0,254
3.0,152
4.0,81
5.0,53
6.0,42
7.0,109
8.0,128
9.0,92
10.0,97
11.0,49
12.0,35
13.0,39
14.0,49
15.0,60
16.0,29
17.0,20
18.0,22
19.0,31
20.0,30
21.0,30
22.0,31
23.0,30
24.0,31
25.0,33
26.0,32
27.0,31
28.0,28
29.0,25
30.0,23
31.0,15
32.0,3
33.0,2
34.0,2
35.0,2
36.0,3
37.0,3
38.0,2
39.0,2
40.0,2
41.0,2
42.0,2
43.0,2
44.0,2
45.0,2
46.0,2
47.0,2
48.0,2
49.0,2
50.0,2
51.0,2
52.0,2
53.0,2
54.0,2
55.0,2
56.0,2
57.0,2
58.0,2
59.0,2
60.0,2
61.0,2
62.0,2
63.0,1
64.0,1
65.0,1
66.0,1
67.0,1
68.0,1
69.0,2
70.0,2
71.0,2
72.0,2
73.0,2
74.0,2
75.0,2
76.0,2
77.0,1
78.0,1
79.0,1
80.0,1
81.0,1
82.0,1
83.0,2
84.0,2
85.0,2
86.0,2
87.0,1
88.0,0
89.0,0
90.0,0
91.0,0
92.0,0
93.0,1
94.0,1
95.0,1
96.0,1
97.0,1
98.0,1
99.0,1
100.0,1
101.0,1
102.0,1
103.0,1
104.0,1
105.0,1
106.0,1
107.0,0
108.0,0
109.0,0
110.0,0
111.0,0
112.0,0
113.0,1
114.0,1
115.0,0
116.0,0
117.0,0
118.0,0
119.0,0
120.0,0
121.0,0
122.0,0
123.0,0
124.0,0
125.0,0
126.0,0
127.0,0
128.0,0
129.0,0
130.0,0
131.0,0
132.0,0
133.0,0
134.0,0
135.0,0
136.0,0
137.0,0
138.0,0
139.0,0
140.0,0
141.0,0
142.0,0
143.0,0
144.0,0
145.0,0
146.0,0
147.0,0
148.0,0
149.0,0
150.0,0
151.0,0
152.0,0
153.0,0
154.0,0
155.0,0
156.0,0
157.0,0
158.0,0
159.0,0
160.0,0
161.0,0
162.0,0
163.0,0
164.0,0
165.0,0
166.0,0
167.0,0
168.0,0
169.0,0
170.0,0
171.0,0
172.0,0
173.0,0
174.0,0
175.0,0
176.0,0
177.0,0
178.0,0
179.0,0
180.0,0
181.0,0
182.0,0
183.0,0
184.0,0
185.0,0
186.0,0
187.0,0
188.0,0
189.0,0
190.0,0
191.0,0
192.0,0
193.0,0
194.0,0
195.0,0
196.0,0
197.0,0
198.0,0
199.0,0
200.0,0
201.0,0
202.0,0
203.0,0
204.0,0
205.0,0
206.0,0
207.0,0
208.0,0
209.0,0
210.0,0
211.0,0
212.0,0
213.0,0
214.0,0
215.0,0
216.0,0
217.0,0
218.0,0
